,date_start,date_stop,time_start,time_stop,latitude,longitude,amount,cod_received_status,task_status,flow,branch_destination,task_status_label,task_detail_status_label,task_detail_status,weight,branch_origin,task_status_id,task_assigned_to,task_id,receiver_city,delivery_time
496,2022-11-01,2022-11-01,09:00:41,13:13:45,-1.2454093,116.7770663,311000.0,True,done,Delivery,BPN,Success,YANG BERSANGKUTAN,D01,1.0,CGK,COLF01,grudgingRaisins4,7d988e0f6be09c1fb76d,"PENAJAM, PENAJAM PAS",253.0666666666667
497,2022-11-01,2022-11-01,09:00:42,13:07:53,-1.2484911,116.7761168,196800.0,True,done,Delivery,BPN,Success,YANG BERSANGKUTAN,D01,1.0,JOG,COLF01,grudgingRaisins4,d5c42a40ca00f1c660fa,"PENAJAM, PENAJAM PAS",247.18333333333337
498,2022-11-01,2022-11-01,09:00:41,13:01:34,-1.2484911,116.7761168,150000.0,True,done,Delivery,BPN,Success,YANG BERSANGKUTAN,D01,1.0,PWT,COLF01,grudgingRaisins4,9ff8f9f460f4330b29ab,"PENAJAM, PENAJAM PAS",240.88333333333333
500,2022-11-01,2022-11-01,07:24:04,16:44:34,-7.3003573,108.7793511,182000.0,True,done,Delivery,CXP,Success,YANG BERSANGKUTAN,D01,1.0,CGK,COLF01,importedStork6,f696f3ee581a5586130c,"WANAREJA,CILACAP",560.5
501,2022-11-01,2022-11-01,07:24:05,16:48:09,-7.3003581,108.7793512,17998.0,True,done,Delivery,CXP,Success,YANG BERSANGKUTAN,D01,0.08,CGK,COLF01,importedStork6,878d6b7daa56ed658dfd,"WANAREJA,CILACAP",564.0666666666667
502,2022-11-01,2022-11-01,07:24:04,14:09:00,-7.3652889,108.6838789,93449.0,True,done,Delivery,CXP,Success,YANG BERSANGKUTAN,D01,0.26,CGK,COLF01,importedStork6,0a316a3d8e86b801362f,"WANAREJA,CILACAP",404.93333333333334
503,2022-11-01,2022-11-01,07:24:05,16:39:29,-7.3003573,108.7793511,26400.0,True,done,Delivery,CXP,Success,YANG BERSANGKUTAN,D01,0.05,CGK,COLF01,importedStork6,429e3a6d2f731676b2bd,"WANAREJA,CILACAP",555.4
504,2022-11-01,2022-11-01,07:24:04,16:45:26,-7.3003573,108.7793511,63000.0,True,done,Delivery,CXP,Success,YANG BERSANGKUTAN,D01,0.4,CGK,COLF01,importedStork6,e86454f6e59b62c8b2fe,"WANAREJA,CILACAP",561.3666666666667
505,2022-11-01,2022-11-01,07:24:04,16:42:48,-7.3003573,108.7793511,22380.0,True,done,Delivery,CXP,Success,YANG BERSANGKUTAN,D01,0.2,CGK,COLF01,importedStork6,7398a96c59567b8eb313,"WANAREJA,CILACAP",558.7333333333333
506,2022-11-01,2022-11-01,07:24:04,16:43:45,-7.3003573,108.7793511,24000.0,True,done,Delivery,CXP,Success,YANG BERSANGKUTAN,D01,0.25,CGK,COLF01,importedStork6,351f94fd1164aa9b4766,"WANAREJA,CILACAP",559.6833333333333
507,2022-11-01,2022-11-01,07:24:04,16:45:10,-7.3003573,108.7793511,55136.0,True,done,Delivery,CXP,Success,YANG BERSANGKUTAN,D01,0.2,CGK,COLF01,importedStork6,3e6502c912f8b4d9f4e5,"WANAREJA,CILACAP",561.1
