,date_start,time_start,time_stop,branch_destination,task_detail_status,weight,branch_origin,task_status_id,task_assigned_to,task_id,receiver_city,delivery_time,amount_prediction
3095,2022-11-06,08:13:03,08:39:08,58.0,D10,1.0,3.0,COLF01,amazedHeron4,c2807c5aafc0e6415f84,"MANGUNREJA , TASIKMA",26.083333333333332,143838.84146665782
3096,2022-11-06,07:05:25,08:39:08,34.0,D01,2.5,0.0,COLF01,cautiousUnicorn6,723ae365ebba175bfa0b,"GABEK,PANGKAL PINANG",93.71666666666667,221923.72617957616
3097,2022-11-06,08:08:46,08:39:59,38.0,D06,6.0,19.0,COLF01,boastfulCordial5,b9c3812d0fe1c91c2400,"PALIBELO,BIMA",31.216666666666672,214706.68757289858
3098,2022-11-06,08:12:14,08:39:56,35.0,D03,1.0,0.0,COLF01,thrilledLollies2,6d9eb6eb624458331d1c,"CITEREUP,KAB.BOGOR",27.7,50181.701884068534
3099,2022-11-06,08:05:17,08:39:32,39.0,D01,1.0,18.0,COLF01,debonairLlama0,413c021624accfe23002,"DENPASAR BARAT,DENPA",34.25,125266.27057357477
3100,2022-11-06,08:04:16,08:39:22,59.0,D01,4.0,0.0,COLF01,adoringBuck7,abda50da991569725937,"PARE,KEDIRI",35.1,148785.61821882462
3102,2022-11-06,08:06:35,08:39:20,29.0,D01,1.0,0.0,COLF01,wrathfulMallard7,902d438b313ec626db3d,"PAMEKASAN,KAB.PAMEKA",32.75000000000001,183215.83640972732
3103,2022-11-06,08:09:54,08:39:22,46.0,D04,1.0,0.0,COLF01,wakefulZebra4,6473a24301427167e0d9,"TARAKAN TIMUR , TARA",29.466666666666665,213605.07153904825
3104,2022-11-06,08:17:58,08:39:24,7.0,D01,1.0,0.0,COLF01,cheerfulPaella0,3d8aa933ae0651b59448,"SAIL, PEKANBARU",21.433333333333334,176877.0673807248
3106,2022-11-06,08:27:54,08:39:30,54.0,D04,1.0,9.0,COLF01,debonairMoth9,83cf2efa13d562a5aaa4,"KEBAYORAN LAMA,JKT S",11.6,214119.68237034426
3107,2022-11-06,08:27:54,08:39:30,54.0,D04,0.1,26.0,COLF01,debonairMoth9,f19548b9c1a5f554c777,"KEBAYORAN LAMA,JKT S",11.6,122236.98409558149
3108,2022-11-06,07:13:35,08:39:25,39.0,D01,2.0,0.0,COLF01,amusedViper6,9a1fbe596ef6286b7e59,"BULELENG,SINGARAJA",85.83333333333333,271946.76613902015
3109,2022-11-06,07:32:30,08:39:28,57.0,D01,18.0,0.0,COLF01,lyingCockatoo2,a4dc336ba018140b8cf0,"BUKIT BESTARI, TANJU",66.96666666666667,965285.7830063481
3110,2022-11-06,07:42:36,08:39:27,44.0,D01,1.0,0.0,COLF01,trustingWildfowl6,9d09c1fd818cbc152f0c,SAMARINDA SEBERANG,56.85,280601.55500472104
3111,2022-11-06,07:24:39,08:39:38,11.0,D01,6.7,0.0,COLF01,wrathfulPlover7,337a0d9cbfea6e08acbb,"MUMBULSARI,JEMBER",74.98333333333333,338375.65508891473
3112,2022-11-06,08:13:57,08:39:39,41.0,D04,2.0,0.0,COLF01,pridefulDingo9,40eff948f56436ce0e93,"WOLIO,BAU-BAU",25.7,309816.20356443763
3114,2022-11-06,07:51:07,08:39:40,15.0,D09,2.0,19.0,COLF01,ashamedPlover2,0402adb8b270cfa57611,"MEDAN DELI,MEDAN",48.55,283853.5835120484
3115,2022-11-06,08:27:55,08:39:30,54.0,D04,1.0,23.0,COLF01,debonairMoth9,45b88211471c6fb3e952,"KEBAYORAN LAMA,JKT S",11.583333333333334,258036.0425349131
3117,2022-11-06,07:40:07,08:39:36,38.0,D10,1.05,0.0,COLF01,outlyingOtter8,d0bd7b1d1c1b10885258,"CAKRANEGARA, MATARAM",59.483333333333334,151729.65053852892
3119,2022-11-06,07:16:02,08:39:35,38.0,D01,0.44,0.0,COLF01,annoyedLizard5,522a9835cfa25d9618e1,MATARAM,83.55,133780.74293525476
3121,2022-11-06,08:07:41,08:39:41,33.0,CR5,0.7,0.0,COLF02,pitifulToucan6,671fb318b458a968696b,BANJARMASIN SELATAN,32.00000000000001,119550.91876487667
3122,2022-11-06,07:33:17,08:38:56,8.0,D09,2.2,0.0,COLF01,wearyDinosaur1,bf57be68099e429ff865,"REGOL,BANDUNG",65.65,159142.38320300716
3123,2022-11-06,07:41:51,08:39:43,38.0,D01,0.3,0.0,COLF01,thriftyEggs0,d87486b81bfea6266921,"SANDUBAYA,MATARAM",57.86666666666667,113268.51395714123
3124,2022-11-06,07:33:17,08:35:08,8.0,D09,0.06,0.0,COLF01,wearyDinosaur1,fd96151366f2e1752d81,"REGOL,BANDUNG",61.85000000000001,39289.234029952386
3125,2022-11-06,08:27:32,08:39:49,22.0,D01,2.0,3.0,COLF01,importedMagpie5,4a5703b97240919048ff,"SUNGAIPENUH,KAB.KERI",12.283333333333333,580162.020408157
3126,2022-11-06,07:48:42,08:39:49,39.0,D01,5.4,18.0,COLF01,brainyCrackers9,75064b1eef51324f02b7,"DENPASAR SELATAN,DEN",51.11666666666667,177120.05163214216
3127,2022-11-06,07:45:00,08:39:44,34.0,U09,0.4,0.0,COLF02,troubledTuna0,364a32405a02a87564b0,"BUKIT INTAN,PANGKALP",54.733333333333334,127696.60410925
3129,2022-11-06,07:45:00,08:39:44,34.0,U09,1.0,14.0,COLF02,troubledTuna0,57de602c0802bebadfdf,"BUKIT INTAN,PANGKALP",54.733333333333334,311851.51877270045
3130,2022-11-06,07:03:23,08:39:48,45.0,D09,0.834,0.0,COLF01,cheerfulRuffs1,3f5deb6c1095720094b1,"GADINGREJO, PASURUAN",96.41666666666667,250751.45356074505
3131,2022-11-06,07:41:51,08:39:48,43.0,D09,1.0,19.0,COLF01,vengefulEland7,9275269e1d7d6ae4cb17,"NGANJUK,KAB. NGANJUK",57.95,229530.340764709
3132,2022-11-06,08:07:30,08:39:50,29.0,D01,0.2,0.0,COLF01,trustingPoultry5,989713af374958ffde50,"GALIS,BANGKALAN",32.333333333333336,42619.0551158875
3133,2022-11-06,07:45:00,08:39:44,34.0,U09,1.0,0.0,COLF02,troubledTuna0,db3205a44d34b6082b63,"BUKIT INTAN,PANGKALP",54.733333333333334,305656.8862073037
3134,2022-11-06,07:11:51,08:39:49,0.0,U05,1.0,0.0,COLF02,zestyCurlew0,4123ca1c59916e0eec75,SEMARANG,87.96666666666667,136782.24115239584
3135,2022-11-06,08:01:44,08:39:50,0.0,D09,1.8,0.0,COLF01,bubblyOrange9,9b3ec3338e4713376721,"PURWODADI,KAB.GROBOG",38.1,102525.5963789502
3136,2022-11-06,08:01:44,08:39:50,0.0,D09,6.0,0.0,COLF01,bubblyOrange9,f6a7ea4e0a9d32c26f9d,"PURWODADI,KAB.GROBOG",38.1,217352.98536324315
3137,2022-11-06,07:33:21,08:39:50,8.0,D01,0.1,0.0,COLF01,eagerChile0,52b4a40c8e2943f71ea5,"TAROGONG KIDUL,GARUT",66.48333333333333,40266.68373399253
3138,2022-11-06,07:33:21,08:39:50,8.0,D01,0.49,0.0,COLF01,eagerChile0,dae8f60d25724992bfef,"TAROGONG KIDUL,GARUT",66.48333333333333,63590.60041984743
3141,2022-11-06,08:23:07,08:40:00,28.0,U12,1.32,0.0,COLF02,emptyCow4,526df0f1ecc812f2d764,LAWANG KIDUL - TJ.EN,16.883333333333336,204602.84559232186
3142,2022-11-06,08:16:55,08:42:56,8.0,D01,5.0,3.0,COLF01,soreHyena8,95a2d139bc153fccc9f0,"CILAWU,GARUT",26.016666666666666,197834.62216663384
3143,2022-11-06,08:39:35,08:42:48,0.0,U05,1.0,17.0,COLF02,dearHawk2,48eb896f2877aeb54125,"BAWANG,BANJARNEGARA",3.216666666666667,61025.502978644756
3144,2022-11-06,08:39:35,08:42:48,0.0,U05,1.2,3.0,COLF02,dearHawk2,0fdb987e30a481631a3a,"BAWANG,BANJARNEGARA",3.216666666666667,67528.4978883344
3145,2022-11-06,08:39:35,08:42:48,0.0,U05,1.0,0.0,COLF02,dearHawk2,465f61cf971b1d3e3422,KAB. BANJARNEGARA,3.216666666666667,127802.5443239942
3146,2022-11-06,08:07:19,08:42:54,31.0,D01,19.09,0.0,COLF01,murkyLlama0,6742807374ff07fa4d40,"PALU SELATAN,PALU",35.583333333333336,1997946.3641258003
3147,2022-11-06,08:26:29,08:42:53,23.0,D09,1.0,0.0,COLF01,obsessedKitten1,bbb314e1c6d65032d49b,"BALIKPAPAN BARAT , B",16.400000000000002,210076.8740834082
3148,2022-11-06,08:39:35,08:42:48,0.0,U05,1.0,0.0,COLF02,dearHawk2,0d429127fb18b57a6105,"BAWANG,BANJARNEGARA",3.216666666666667,110357.75482278033
3149,2022-11-06,08:39:35,08:42:48,0.0,U05,1.0,25.0,COLF02,dearHawk2,feaca08a14b888f940df,"BAWANG,BANJARNEGARA",3.216666666666667,179309.14841628756
3150,2022-11-06,07:41:35,08:42:56,20.0,D01,0.4,0.0,COLF01,brainyHawk6,c9fd5a83f3ef8a4095cc,"KADUGEDE,KUNINGAN",61.35000000000001,29609.536273518497
3152,2022-11-06,07:02:44,08:42:55,39.0,D07,1.0,0.0,COLF01,pridefulUnicorn8,461e7b89e4b89f4a0205,"DENPASAR SELATAN,DEN",100.18333333333334,207950.98647316932
3153,2022-11-06,07:06:55,08:41:55,28.0,U12,4.0,0.0,COLF02,jumpyGelding4,5509e6d6027750358fb2,"ALANG-ALANG LEBAR,PA",95.0,284363.0130050406
3154,2022-11-06,07:06:55,08:41:55,28.0,U12,2.0,0.0,COLF02,jumpyGelding4,abc3088ef0a3932a2685,PALEMBANG,95.0,291657.21953465254
3155,2022-11-06,07:02:45,08:42:15,39.0,D07,1.0,0.0,COLF01,pridefulUnicorn8,daa3da7f84d81696a179,"DENPASAR SELATAN,DEN",99.5,207950.98647316932
3156,2022-11-06,07:06:55,08:41:55,28.0,U12,1.0,0.0,COLF02,jumpyGelding4,77b572a628c8c99d113b,"ALANG-ALANG LEBAR,PA",95.0,169158.06842527702
3157,2022-11-06,07:23:10,08:04:21,21.0,D01,1.81,0.0,COLF01,somberCur9,a9cec6e27ba8d7e5f41a,"BULAKAMBA,BREBES",41.18333333333333,234327.57423083266
3158,2022-11-06,07:06:55,08:41:55,28.0,U12,1.0,23.0,COLF02,jumpyGelding4,17cb6b6279d7a9973478,"ILIR BARAT I, PALEMB",95.0,81695.59969686903
3159,2022-11-06,08:42:35,08:43:35,29.0,D01,10.0,0.0,COLF01,cockyBoars7,ef3a93499bf64012cff9,"PAMEKASAN,KAB.PAMEKA",1.0000000000000002,163914.67662853026
3160,2022-11-06,08:24:21,08:43:32,8.0,D09,3.0,0.0,COLF01,cockyTacos9,7306bc8710e591a6c0e0,"PACET, CIANJUR",19.183333333333334,169355.01656869613
3161,2022-11-06,08:04:17,08:43:35,43.0,D04,1.0,0.0,COLF01,excludedSheep4,9efef99ebf3a6f5107b1,MOJOKERTO,39.3,214988.59221609926
3162,2022-11-06,07:27:41,08:45:42,11.0,D09,7.8,0.0,COLF01,peskyPie6,c6b9cb3bb7008f02b3a7,"KALIWATES,JEMBER",78.01666666666667,556566.3760566147
3163,2022-11-06,07:27:18,08:45:41,39.0,D01,1.2,0.0,COLF01,aloofGnu7,86cf612c8ceb6267fdf3,DENPASAR,78.38333333333334,232330.210042853
3164,2022-11-06,08:04:49,08:45:42,35.0,D01,5.0,0.0,COLF01,relievedCur9,1c2e64cfecd2f5d0a05b,"GUNUNG PUTRI,BOGOR",40.88333333333333,178613.26390547515
3165,2022-11-06,08:16:54,08:45:44,8.0,D04,6.0,0.0,COLF01,soreHyena8,09740deba131715b3d28,"CILAWU,GARUT",28.833333333333332,236805.1759995967
3166,2022-11-06,07:46:37,08:45:45,29.0,D01,12.54,0.0,COLF01,grumpyOrange8,cad207fd7fa1ee82db71,"MENGANTI,GRESIK",59.13333333333333,322431.4852640322
3167,2022-11-06,08:14:25,08:45:45,48.0,D09,10.9,0.0,COLF01,needyPup9,2bee7af6bfb0ad8969a9,"PONDOK AREN, TANGERA",31.333333333333336,151146.1149606158
3168,2022-11-06,08:08:12,08:45:46,39.0,D01,1.0,24.0,COLF01,debonairLard3,c1d0dfb497a9b26fa268,"DENPASAR UTARA,DENPA",37.56666666666667,195059.05929491186
3169,2022-11-06,08:38:12,08:45:49,12.0,D10,1.0,0.0,COLF01,unhappyTacos6,2ee0096a039081dfb240,"GADING CEMPAKA,BENGK",7.616666666666668,167481.60705799004
3170,2022-11-06,07:45:50,08:45:49,28.0,D01,0.015,0.0,COLF01,worriedMandrill5,613d082d8960f97e59c6,"BANYUASIN III,PANGKA",59.983333333333334,61385.870348837816
3171,2022-11-06,07:27:44,08:45:50,20.0,D01,0.4,0.0,COLF01,grudgingBass9,c022349b3bdd433c4736,"KALIMANGGIS,KUNINGAN",78.1,63467.842697569875
3172,2022-11-06,07:46:48,08:45:52,0.0,D04,1.0,0.0,COLF01,troubledSausage2,eb1f382cf39b2f4ad942,"KUDUS,KAB.KUDUS",59.06666666666667,131933.7888672748
3173,2022-11-06,08:17:00,08:46:38,18.0,CR3,2.75,0.0,COLF02,grumpyPorpoise0,9026e15f8c171c4e8bee,"KEDUNGKANDANG,MALANG",29.633333333333333,130454.61566711277
3174,2022-11-06,07:37:01,08:46:40,59.0,D01,1.0,17.0,COLF01,abjectCur0,31ea925adcdca86aeabf,"PLEMAHAN,KEDIRI",69.65,98725.5905982382
3176,2022-11-06,08:35:02,08:46:39,58.0,D01,1.0,0.0,COLF01,pleasedCheese3,65c5ae2b01d17d2a0470,"CIAWI , TASIKMALAYA",11.616666666666667,148567.0919209098
3177,2022-11-06,07:35:14,08:46:07,28.0,D01,1.0,16.0,COLF01,trustingChamois6,c0f511439ebb26db740e,"MUARAENIM,KAB.MUARAE",70.88333333333334,225025.9167893106
3179,2022-11-06,07:56:11,08:46:55,40.0,D01,1.0,0.0,COLF01,shamefulRat3,8cc8e9386059e10277c3,"KEPI,MAPPI",50.733333333333334,220752.018777444
3180,2022-11-06,08:30:28,08:46:56,35.0,D09,1.0,3.0,COLF01,hushedLion3,0a217578076d7bc52c60,"CIBUNG BULANG,KAB.BO",16.46666666666667,138612.5756533009
3181,2022-11-06,08:07:11,08:47:01,57.0,D01,1.0,16.0,COLF01,kindUnicorn5,c1c9b8f67e982fa943dc,"TG PINANG TIMUR, TG",39.833333333333336,180966.35429783261
3183,2022-11-06,08:18:49,08:47:01,28.0,D11,1.0,2.0,COLF01,joyfulSeafowl1,2dbd97a78c94fb805ec4,"SEKAYU,KAB.MUSI BANY",28.2,188286.03582341035
3184,2022-11-06,07:54:57,08:47:00,39.0,D09,2.0,0.0,COLF01,ferventCur8,e427b8a6ba7626cafbde,"DENPASAR SELATAN,DEN",52.05,275484.19601431006
3185,2022-11-06,07:27:54,08:47:00,39.0,D06,0.33,0.0,COLF01,grizzledCardinal8,db5428d4f64782183f7a,"BULELENG,SINGARAJA",79.1,126305.98705060671
3186,2022-11-06,07:37:45,08:47:01,27.0,D06,1.0,0.0,COLF01,grudgingTortoise6,d28d03c170342d6604ed,KAB. FLORES TIMUR,69.26666666666667,231920.23637388216
3187,2022-11-06,08:23:34,08:46:53,28.0,D09,1.0,0.0,COLF01,holisticLocust7,6a54106231edd8b3dd8d,"GELUMBANG,MUARA ENIM",23.316666666666666,206539.60407469852
3188,2022-11-06,08:36:29,08:47:11,53.0,D01,6.0,0.0,COLF01,obsessedTermite0,b6293236d2254dd5ebb6,"BOJONG SARI ,DEPOK",10.7,201508.72445495296
3196,2022-11-07,07:09:46,07:12:02,27.0,D04,1.05,0.0,COLF01,insecureOatmeal5,d4958cda628f9573d70a,"TELUK MUTIARA, KALAB",2.2666666666666666,151613.18987452018
3197,2022-11-07,07:09:46,07:12:02,27.0,D04,4.8,0.0,COLF01,insecureOatmeal5,bd385662c1551e9e1ba2,"TELUK MUTIARA, KALAB",2.2666666666666666,695326.7451719502
3198,2022-11-07,07:00:20,07:13:11,32.0,D01,1.0,2.0,COLF01,aboardDotterel0,85c7b4190ded9a5bbfa3,"MASOHI,KAB.MALUKU TE",12.85,231522.4785612488
3199,2022-11-07,07:13:02,07:14:54,19.0,CR6,1.0,0.0,COLF02,gloomyLlama0,1aadc4f930e78d797fe2,"PONTIANAK BARAT , PO",1.8666666666666667,169826.67989292127
3200,2022-11-07,07:13:02,07:14:54,19.0,CR6,1.0,0.0,COLF02,gloomyLlama0,cb90072f68aed9404788,"PONTIANAK KOTA , PON",1.8666666666666667,159106.5583931418
3201,2022-11-07,07:10:40,07:14:28,28.0,U12,8.0,0.0,COLF02,artisticHyena7,616a8edb68406a771a79,"SEBERANG ULU II, PAL",3.8,119101.30839846554
3202,2022-11-07,07:10:40,07:14:28,28.0,U12,4.54,0.0,COLF02,artisticHyena7,10943f2bb9b0c9eb38e3,"PLAJU,PALEMBANG",3.8,399422.163854358
3203,2022-11-07,07:10:40,07:14:28,28.0,U12,2.63,0.0,COLF02,artisticHyena7,ee4a0a41f85aee0fae6f,"BANYUASIN I,PANGKALA",3.8,319793.60048065236
3204,2022-11-07,07:13:02,07:14:54,19.0,CR6,1.0,0.0,COLF02,gloomyLlama0,6738d0d955df46bcc593,"PONTIANAK BARAT , PO",1.8666666666666667,169826.67989292127
3205,2022-11-07,07:13:02,07:14:54,19.0,CR6,1.0,0.0,COLF02,gloomyLlama0,cfbd12172369f6157e3b,PONTIANAK,1.8666666666666667,188967.91452032365
3206,2022-11-07,07:10:40,07:14:28,28.0,U12,1.96,0.0,COLF02,artisticHyena7,6ebc1e25858e3171eb62,"PLAJU,PALEMBANG",3.8,310567.74201970274
3207,2022-11-07,07:10:40,07:14:28,28.0,U12,1.95,0.0,COLF02,artisticHyena7,d32e0d83258e66aad5cc,"PLAJU,PALEMBANG",3.8,310567.74201970274
3209,2022-11-07,07:10:40,07:14:28,28.0,U12,1.0,8.0,COLF02,artisticHyena7,985767c010d7d0ecc294,"PLAJU,PALEMBANG",3.8,212000.47070280288
3210,2022-11-07,07:13:02,07:14:54,19.0,CR6,2.0,14.0,COLF02,gloomyLlama0,b4f3d7a913f20f3d9b40,"PONTIANAK KOTA , PON",1.8666666666666667,142861.22633275925
3211,2022-11-07,07:10:40,07:14:28,28.0,U12,1.0,0.0,COLF02,artisticHyena7,a79e3581950cb2056d0a,KOTA PALEMBANG,3.8,210626.6193816555
3212,2022-11-07,07:13:02,07:14:54,19.0,CR6,1.25,0.0,COLF02,gloomyLlama0,20da56cde2c5a22aab28,"PONTIANAK KOTA , PON",1.8666666666666667,146320.45752812957
3214,2022-11-07,07:10:40,07:14:28,28.0,U12,1.0,0.0,COLF02,artisticHyena7,8ad37b0aeb62138eec91,KOTA PALEMBANG,3.8,210626.6193816555
3216,2022-11-07,07:13:02,07:14:54,19.0,CR6,1.0,0.0,COLF02,gloomyLlama0,b4a8f6d6b54272bd12d0,"PONTIANAK KOTA , PON",1.8666666666666667,159106.5583931418
3217,2022-11-07,07:10:40,07:14:28,28.0,U12,3.52,0.0,COLF02,artisticHyena7,f70022956f370d6a1ff4,"SEBERANG ULU II, PAL",3.8,146426.90288068395
3218,2022-11-07,07:13:03,07:14:54,19.0,CR6,1.0,0.0,COLF02,gloomyLlama0,30591ceb82da9d4fbef5,PONTIANAK,1.85,188967.91452032365
3219,2022-11-07,07:15:36,07:16:04,27.0,D09,1.0,18.0,COLF01,needfulOwl9,484175821bb80d11b2a1,"SABU BARAT,OELAMASI",0.4666666666666667,118080.83367304633
3220,2022-11-07,07:13:03,07:14:54,19.0,CR6,0.25,0.0,COLF02,gloomyLlama0,9e19f73ce690ecff1fe6,"PONTIANAK KOTA , PON",1.85,153804.5833892745
3221,2022-11-07,07:13:03,07:14:54,19.0,CR6,0.02,0.0,COLF02,gloomyLlama0,91de95ca5003a3b56341,"PONTIANAK KOTA , PON",1.85,1726123.3695152747
3222,2022-11-07,07:09:46,07:18:13,27.0,D09,8.0,7.0,COLF01,insecureOatmeal5,edc4bee8cdeca99575b5,"TELUK MUTIARA, KALAB",8.450000000000001,755732.5299680309
3223,2022-11-07,07:00:55,07:21:34,49.0,D01,4.0,19.0,COLF01,worriedTermite1,840dd87231b0a5ce61b3,"TOBELO,KAB.HALMAHERA",20.65,286146.2007331041
3224,2022-11-07,07:16:53,07:20:35,37.0,D10,1.0,14.0,COLF01,pitifulApples7,b4f10a15b367c2b19c89,SORONG,3.7,277783.3181338752
3225,2022-11-07,07:18:24,07:23:01,29.0,D01,1.0,14.0,COLF01,wakefulSeafowl1,4f781a2898e6b05ac32b,"JENU,TUBAN",4.616666666666666,169992.9852326473
3226,2022-11-07,07:18:25,07:22:56,28.0,D09,3.3,0.0,COLF01,brainyThrushe3,6bcec64a633a9b5318f7,LAWANG KIDUL - TJ.EN,4.516666666666667,408057.63025198627
3227,2022-11-07,07:04:52,07:23:15,54.0,D09,12.0,0.0,COLF01,mildBoa2,e5741a993acd9683b584,"TEBET,JAKARTA SELATA",18.383333333333333,237118.28712031082
3228,2022-11-07,07:15:28,07:23:22,38.0,D01,1.0,1.0,COLF01,aboardFalcon0,8f88a1fb18f4fa633e64,MATARAM,7.900000000000001,207296.70657506748
3229,2022-11-07,07:00:27,07:23:16,39.0,D01,0.1,0.0,COLF01,enviousPoultry1,7840f3082e7e0b3ec232,KUTA,22.816666666666666,65547.82881904051
3230,2022-11-07,07:10:40,07:14:28,28.0,U12,1.15,0.0,COLF02,artisticHyena7,fb165755e345055123f5,"SEBERANG ULU II, PAL",3.8,176533.13434511737
3231,2022-11-07,07:13:02,07:14:54,19.0,CR6,1.0,0.0,COLF02,gloomyLlama0,db8096806e329431988b,"PONTIANAK KOTA , PON",1.8666666666666667,159106.5583931418
3232,2022-11-07,07:10:40,07:14:28,28.0,U12,1.0,0.0,COLF02,artisticHyena7,22492bd6661bec46eb58,"SEBERANG ULU II, PAL",3.8,177834.98950150318
3233,2022-11-07,07:13:02,07:14:54,19.0,CR6,1.0,0.0,COLF02,gloomyLlama0,5283970785bda9184dd9,"PONTIANAK BARAT , PO",1.8666666666666667,169826.67989292127
3234,2022-11-07,07:10:40,07:14:28,28.0,U12,1.0,0.0,COLF02,artisticHyena7,76ad5c4546e3043763ca,"SEBERANG ULU II, PAL",3.8,177834.98950150318
3235,2022-11-07,07:13:02,07:14:54,19.0,CR6,1.0,0.0,COLF02,gloomyLlama0,b63abb91d9ffc81d4f2b,"PONTIANAK KOTA , PON",1.8666666666666667,159106.5583931418
3236,2022-11-07,07:13:02,07:14:54,19.0,CR6,1.0,3.0,COLF02,gloomyLlama0,972afe6e1182dd080462,"PONTIANAK KOTA , PON",1.8666666666666667,158659.7453688246
3237,2022-11-07,07:10:40,07:14:28,28.0,U12,1.0,0.0,COLF02,artisticHyena7,8070e4a3022b9029dc37,"SEBERANG ULU II, PAL",3.8,177834.98950150318
3239,2022-11-07,07:10:40,07:14:28,28.0,U12,1.0,3.0,COLF02,artisticHyena7,8c615a62cf29d6795537,"PLAJU,PALEMBANG",3.8,210035.12448818237
3240,2022-11-07,07:10:40,07:14:28,28.0,U12,1.0,7.0,COLF02,artisticHyena7,18b59754e77969c1dc19,"PLAJU,PALEMBANG",3.8,223271.21607212868
3241,2022-11-07,07:13:02,07:14:54,19.0,CR6,1.0,0.0,COLF02,gloomyLlama0,608a34e9f25f462f8387,"PONTIANAK KOTA , PON",1.8666666666666667,159106.5583931418
3242,2022-11-07,07:12:19,07:15:47,43.0,U12,1.0,0.0,COLF02,boredMussel1,9919036f6719cde86c5a,"BERBEK,KAB. NGANJUK",3.466666666666667,157867.25601681077
3243,2022-11-07,07:13:02,07:14:54,19.0,CR6,1.0,14.0,COLF02,gloomyLlama0,52389156e8d797d04aba,"PONTIANAK KOTA , PON",1.8666666666666667,109822.3142550411
3244,2022-11-07,07:13:02,07:14:54,19.0,CR6,1.0,7.0,COLF02,gloomyLlama0,bbb447ae26b669ad59b0,"PONTIANAK KOTA , PON",1.8666666666666667,138427.12505271225
3245,2022-11-07,07:13:02,07:14:54,19.0,CR6,2.0,6.0,COLF02,gloomyLlama0,18603fc14a4a57f50556,"PONTIANAK SELATAN ,",1.8666666666666667,218572.350069132
3246,2022-11-07,07:13:03,07:14:54,19.0,CR6,1.25,0.0,COLF02,gloomyLlama0,09ce909a3d394693db45,"PONTIANAK SELATAN ,",1.85,173782.09917927597
3247,2022-11-07,07:13:03,07:14:54,19.0,CR6,1.2,0.0,COLF02,gloomyLlama0,d7c42de301bcc270b288,"PONTIANAK BARAT , PO",1.85,156179.0899971255
3248,2022-11-07,07:00:26,07:20:16,39.0,D09,1.0,20.0,COLF01,enviousPoultry1,32debe5266dd0c495535,KUTA,19.833333333333332,232255.48548129146
3249,2022-11-07,07:16:54,07:20:35,37.0,D10,1.0,14.0,COLF01,pitifulApples7,797405a22d2d8ab4be8b,SORONG,3.683333333333333,277783.3181338752
3250,2022-11-07,07:10:41,07:22:16,28.0,U12,0.58,0.0,COLF02,artisticHyena7,4ed9186b6a3a6e485204,"PLAJU,PALEMBANG",11.583333333333334,123219.22426004741
3251,2022-11-07,07:10:41,07:22:16,28.0,U12,0.9,0.0,COLF02,artisticHyena7,86cee8bbf9a8151a0006,"PLAJU,PALEMBANG",11.583333333333334,132534.48567367086
3252,2022-11-07,07:10:41,07:22:16,28.0,U12,1.05,0.0,COLF02,artisticHyena7,bb22a53f46fc9541a666,"PLAJU,PALEMBANG",11.583333333333334,140677.591154764
3253,2022-11-07,07:10:40,07:14:28,28.0,U12,0.3,0.0,COLF02,artisticHyena7,10d78c2ecd2e6d0b5964,"PLAJU,PALEMBANG",3.8,93342.20298220935
3254,2022-11-07,07:10:40,07:14:28,28.0,U12,1.0,0.0,COLF02,artisticHyena7,eeccf46b9c751ff4497d,PALEMBANG,3.8,210626.6193816555
3255,2022-11-07,07:13:02,07:14:54,19.0,CR6,1.0,0.0,COLF02,gloomyLlama0,2ad490e6ec9f892366e1,"PONTIANAK SELATAN ,",1.8666666666666667,188967.91452032365
3256,2022-11-07,07:13:02,07:14:54,19.0,CR6,1.0,0.0,COLF02,gloomyLlama0,eadba27396378f8ecd14,PONTIANAK,1.8666666666666667,188967.91452032365
3257,2022-11-07,07:13:02,07:14:54,19.0,CR6,1.0,0.0,COLF02,gloomyLlama0,95892f6c1bc236d936cf,"PONTIANAK KOTA , PON",1.8666666666666667,159106.5583931418
3258,2022-11-07,07:10:40,07:14:28,28.0,U12,2.3,0.0,COLF02,artisticHyena7,c2e01388fdc684672966,"PLAJU,PALEMBANG",3.8,321790.1093633185
3259,2022-11-07,07:13:02,07:14:54,19.0,CR6,1.0,0.0,COLF02,gloomyLlama0,05a76094fd91de725128,"PONTIANAK KOTA , PON",1.8666666666666667,159106.5583931418
3260,2022-11-07,07:13:03,07:14:54,19.0,CR6,1.25,0.0,COLF02,gloomyLlama0,99db6b1b5d2299d21608,"PONTIANAK KOTA , PON",1.85,146320.45752812957
3261,2022-11-07,07:13:03,07:14:54,19.0,CR6,1.0,0.0,COLF02,gloomyLlama0,d7f7e0f087b8ac904738,"PONTIANAK KOTA , PON",1.85,159106.5583931418
3262,2022-11-07,07:13:03,07:14:54,19.0,CR6,1.0,0.0,COLF02,gloomyLlama0,84b1a29267264f2846d7,"PONTIANAK KOTA , PON",1.85,159106.5583931418
3263,2022-11-07,07:13:03,07:14:54,19.0,CR6,1.25,0.0,COLF02,gloomyLlama0,96f50244787256faab07,"PONTIANAK KOTA , PON",1.85,146320.45752812957
3264,2022-11-07,07:13:03,07:14:54,19.0,CR6,1.0,0.0,COLF02,gloomyLlama0,86e4dfd05f8776c4210a,"PONTIANAK SELATAN ,",1.85,188967.91452032365
3265,2022-11-07,07:13:03,07:14:54,19.0,CR6,1.0,0.0,COLF02,gloomyLlama0,4340a774a7652be31d19,"PONTIANAK KOTA , PON",1.85,159106.5583931418
