,date_start,time_start,time_stop,branch_destination,task_detail_status,weight,branch_origin,task_status_id,task_assigned_to,task_id,receiver_city,delivery_time,amount_prediction
2917,2022-11-06,08:15:12,08:16:22,16.0,D10,1.0,11.0,COLF01,wornoutPolenta8,141572e9d6187212d687,"KEBUN TEBU,LAMPUNG B",1.1666666666666667,151138.42431310014
2918,2022-11-06,07:45:10,08:16:33,54.0,D09,1.0,0.0,COLF01,mellowFish0,c6837c83b2dad57982fc,"KALIDERES ,JAKARTA B",31.383333333333336,189635.95800115872
2919,2022-11-06,07:36:02,08:16:45,20.0,D01,0.4,0.0,COLF01,somberCardinal7,a23bbdbebfcc97f5a042,"JALAKSANA,KUNINGAN",40.71666666666667,69584.08456549118
2920,2022-11-06,07:12:54,08:16:47,45.0,D01,9.2,0.0,COLF01,gloomyLollies7,fa5474ddff8aa551e644,"BUGULKIDUL, PASURUAN",63.88333333333334,252210.02737945088
2922,2022-11-06,08:00:10,08:11:53,0.0,D01,1.0,1.0,COLF01,sincereTortoise6,eff7e85034492ee54c2e,"SUKOREJO,KENDAL",11.716666666666667,129594.91417661558
2923,2022-11-06,08:01:33,08:12:02,3.0,D10,1.0,0.0,COLF01,crummyFish1,aa1d261cc805f52ea073,"CIKANDE,BAROS",10.483333333333333,124839.72203042355
2924,2022-11-06,07:42:03,08:12:32,28.0,U12,1.0,0.0,COLF02,mellowEggs0,58544fd8479afe9b0119,"ILIR BARAT I, PALEMB",30.483333333333338,81256.05953486431
2925,2022-11-06,07:11:55,08:13:00,43.0,D01,1.86,0.0,COLF01,jubilantWasp9,c7d214ba64c1fac1757a,"JOMBANG,KAB. JOMBANG",61.08333333333334,2295296.626741229
2926,2022-11-06,07:46:36,08:13:02,35.0,D01,5.0,0.0,COLF01,debonairSyrup5,69d7f5842c9c5c111624,"BOGOR UTARA, BOGOR",26.433333333333334,160071.73245041433
2928,2022-11-06,07:15:45,08:13:12,54.0,D09,1.55,0.0,COLF01,dearChowder6,59814cce0753b174d3d3,"CAKUNG ,JAKARTA TIMU",57.45,174621.10537490548
2929,2022-11-06,07:17:04,08:13:06,39.0,D01,1.0,0.0,COLF01,cockyBass1,d654c8f8c2033026f9a6,"DENPASAR SELATAN,DEN",56.03333333333333,222765.98349017772
2930,2022-11-06,07:01:29,08:13:08,45.0,D09,1.0,3.0,COLF01,cheerfulRuffs1,26f9607e0cbd9f445b57,"PASURUAN, PASURUAN",71.65,230818.38955123504
2931,2022-11-06,07:16:02,08:13:07,38.0,D04,1.0,0.0,COLF01,annoyedLizard5,8ebb82a0c09a8944f3d0,MATARAM,57.083333333333336,222765.98349017772
2932,2022-11-06,07:06:35,08:13:12,38.0,D06,1.0,0.0,COLF01,sadLocust0,e77ad716c0be52707689,SELAPARANG KOTAMATAR,66.61666666666667,229273.12769056138
2933,2022-11-06,07:18:30,08:13:10,43.0,D09,1.0,0.0,COLF01,excludedCur4,58bf4ba062c813a7b40b,"JOMBANG,KAB. JOMBANG",54.666666666666664,2577701.365445357
2934,2022-11-06,07:17:46,08:13:13,38.0,D01,0.35,0.0,COLF01,resolvedGnu4,9a333367dcfabdaccd06,"CAKRANEGARA, MATARAM",55.45,124991.54918308606
2935,2022-11-06,07:54:27,08:13:12,0.0,D06,3.4,0.0,COLF01,ashamedLapwing6,1771a01e80b55fa459d6,"PURWODADI,KAB.GROBOG",18.75,199087.97680867507
2936,2022-11-06,08:12:44,08:13:19,41.0,D01,1.0,19.0,COLF01,obsessedFalcon6,e055681e907f2f30c107,"BATUPOARO,BAU-BAU",0.5833333333333334,195032.0624348781
2937,2022-11-06,08:08:16,08:13:15,38.0,D01,3.0,1.0,COLF01,dejectedCake4,492f5cc4aad183e07d3e,"DOMPU,KAB.DOMPU",4.983333333333333,255562.92107711753
2939,2022-11-06,07:11:55,08:14:03,43.0,D04,1.0,7.0,COLF01,jubilantWasp9,0466f80f5f75ea108307,"JOMBANG,KAB. JOMBANG",62.13333333333334,2466344.490054118
2940,2022-11-06,07:24:04,08:14:05,8.0,D01,1.0,0.0,COLF01,jubilantPepper8,707ee6d242566459992e,KAB. GARUT,50.016666666666666,157001.09103557124
2941,2022-11-06,07:02:45,08:14:03,39.0,D01,1.0,19.0,COLF01,pridefulUnicorn8,7da985859902364828c3,"DENPASAR TIMUR,DENPA",71.3,243636.9337573575
2942,2022-11-06,07:44:42,08:14:09,0.0,D01,0.8,0.0,COLF01,aloofLizard7,e0943b2ad3cdc0ccdda8,"PETARUKAN,PEMALANG",29.45,88671.07192272054
2943,2022-11-06,07:42:05,08:14:07,28.0,D01,1.0,0.0,COLF01,gloomyThrush3,3f00dd0f68680b19854a,"BANYUASIN III,PANGKA",32.03333333333334,201673.19506939212
2944,2022-11-06,08:00:10,08:15:24,0.0,D09,3.0,0.0,COLF01,sincereTortoise6,62fc68ab49d5b145307d,"PATEAN,KENDAL",15.233333333333336,162909.4094335468
2945,2022-11-06,07:05:50,08:15:26,31.0,U03,1.0,9.0,COLF02,alertMackerel4,2a579be177395fe626a6,"PALU TIMUR,PALU",69.6,166018.78506042698
2947,2022-11-06,07:03:52,08:15:28,8.0,D09,1.0,0.0,COLF01,spiritedDoves4,529aab8e11cdd3677601,"MANDALAJATI,BANDUNG",71.6,169035.91541012982
2948,2022-11-06,07:02:38,08:15:34,23.0,D09,1.0,3.0,COLF01,relievedJerky3,b18105edbc37e294e5bf,"BALIKPAPAN BARAT , B",72.93333333333334,226900.6782813762
2949,2022-11-06,07:35:14,08:15:32,28.0,D01,4.75,0.0,COLF01,trustingChamois6,faaa93d7942d8a9b087d,"MUARAENIM,KAB.MUARAE",40.3,406011.066544969
2950,2022-11-06,07:16:13,08:18:03,18.0,D08,1.76,0.0,COLF01,yearningCaviar3,fb26f2c09b055f4dcbb3,"KLOJEN,MALANG",61.83333333333334,244683.69814540175
2951,2022-11-06,08:05:38,08:17:59,6.0,D01,10.0,0.0,COLF01,blissfulMuesli8,4eb26bc39038b6102ed8,"PELABUHANRATU,SUKABU",12.35,622290.2090592972
2952,2022-11-06,08:05:37,08:17:59,6.0,D01,2.0,0.0,COLF01,blissfulMuesli8,2bee9a586658efd2006f,"PELABUHANRATU,SUKABU",12.366666666666667,173459.3744567122
2953,2022-11-06,07:56:11,08:17:51,40.0,D01,1.0,6.0,COLF01,shamefulRat3,0c4ddf55a56deb8061a1,"OBAA,MAPPI",21.666666666666668,222194.77535889216
2954,2022-11-06,08:03:01,08:18:13,57.0,D01,0.7,0.0,COLF01,kindUnicorn5,07c9521dec06f292f0f0,"TG PINANG TIMUR, TG",15.2,107557.72939286768
2955,2022-11-06,07:16:01,08:18:14,38.0,D04,2.5,0.0,COLF01,annoyedLizard5,4f4299fb627ef04a8508,"CAKRANEGARA, MATARAM",62.216666666666676,232062.2315678514
2957,2022-11-06,08:04:22,08:11:47,42.0,D01,0.6,0.0,COLF01,finickyCoconut4,4e687bc9e6c2f9ad0a69,"BANTAENG,KAB.BANTAEN",7.416666666666667,293954.2965476485
2958,2022-11-06,07:00:30,08:11:47,59.0,D10,1.0,0.0,COLF01,cautiousEagle9,962ca70bb70bf3f8ae1b,"MOJO,KEDIRI",71.28333333333333,150976.17699857382
2959,2022-11-06,08:04:21,08:11:46,42.0,D01,1.0,0.0,COLF01,finickyCoconut4,789ef1b8840c13df696b,"BANTAENG,KAB.BANTAEN",7.416666666666667,357314.5820298268
2960,2022-11-06,08:10:09,08:12:06,28.0,CR5,20.0,0.0,COLF02,holisticAbalone7,20a64a6f8df0afbdba02,"KALIDONI,PALEMBANG",1.9500000000000002,1915947.2074630964
2961,2022-11-06,07:48:45,08:12:15,48.0,D06,1.0,0.0,COLF01,hushedCurlew7,f2fac45efc8a4ff1a9ca,"PAGEDANGAN,TIGARAKSA",23.5,180783.8623096541
2962,2022-11-06,08:13:48,08:14:15,28.0,D01,9.0,0.0,COLF01,finickyWidgeon9,e0d7ff8ce9da0d9980a5,"BATURAJA TIMUR,BATUR",0.45,203164.9139215973
2963,2022-11-06,08:10:19,08:14:15,17.0,U05,1.0,0.0,COLF02,ecstaticHeron8,a5ab663fe5e386d56648,"NGAGLIK,SLEMAN",3.933333333333334,131584.0257911699
2964,2022-11-06,07:16:02,08:14:19,38.0,D07,0.5,0.0,COLF01,annoyedLizard5,669c727e6fe177a42601,MATARAM,58.28333333333333,136757.32098557783
2965,2022-11-06,08:13:48,08:14:15,28.0,D01,44.0,0.0,COLF01,finickyWidgeon9,093435ea295acb552cb9,"BATURAJA TIMUR,BATUR",0.45,1760744.3183322595
2966,2022-11-06,08:09:06,08:14:19,7.0,D01,128.0,0.0,COLF01,aloofLizard4,564e85954346111b987a,"BANGKO PUSAKO, KAB R",5.216666666666667,1033410.2000415521
2967,2022-11-06,08:13:48,08:14:15,28.0,D01,2.8,0.0,COLF01,finickyWidgeon9,ff6f21762e80a69211fb,"BATURAJA TIMUR,BATUR",0.45,168133.59647479383
2968,2022-11-06,07:24:04,08:15:42,8.0,D04,1.0,3.0,COLF01,jubilantPepper8,1c7d0704b8395fbde0af,"TAROGONG KIDUL,GARUT",51.63333333333333,166717.47322158492
2969,2022-11-06,07:41:52,08:15:38,38.0,D04,1.0,7.0,COLF01,thriftyEggs0,ffb0bb10828a3d1ad1d9,"CAKRANEGARA, MATARAM",33.76666666666667,221264.19942784272
2970,2022-11-06,07:17:46,08:15:45,38.0,D09,1.69,0.0,COLF01,resolvedGnu4,2bc3ba7d4db638aae65e,"CAKRANEGARA, MATARAM",57.983333333333334,237834.82405599672
2971,2022-11-06,07:12:14,08:15:45,27.0,D09,3.4,0.0,COLF01,jumpyMackerel5,a119548e955da95d7588,"KEFAMENANU,KAB.TIMOR",63.51666666666667,763053.1350595205
2972,2022-11-06,07:54:56,08:15:50,38.0,D04,1.0,0.0,COLF01,grudgingBagels4,ea7d6aeaf93b586fc909,"SEKARBELA,MATARAM",20.9,219433.09415684344
2973,2022-11-06,08:14:24,08:16:54,18.0,U12,1.0,7.0,COLF02,vengefulAbalone1,2e86aeb5c79173b933a0,"KLOJEN,MALANG",2.5,232838.58035228855
2975,2022-11-06,07:11:56,08:16:51,43.0,D04,1.0,0.0,COLF01,jubilantWasp9,f03b1baff1d584f91ac1,"JOMBANG,KAB. JOMBANG",64.91666666666667,2652997.7559789605
2976,2022-11-06,07:46:36,08:17:53,35.0,D01,3.2,19.0,COLF01,debonairSyrup5,1df6bff0e3c640b99a40,"BOGOR UTARA, BOGOR",31.28333333333334,140970.44255930642
2977,2022-11-06,07:30:19,08:17:46,27.0,D01,0.11,0.0,COLF01,pridefulCordial1,28fc5f8ef752aca55fc3,"KELUBAGOLIT,LARANTUK",47.45,68659.53872491478
2978,2022-11-06,07:54:27,08:17:51,0.0,D09,1.0,0.0,COLF01,ashamedLapwing6,d75f72a47e4fcf715a85,"PURWODADI,KAB.GROBOG",23.4,129959.87565695061
2980,2022-11-06,07:52:12,08:17:55,50.0,D01,6.2,0.0,COLF01,curiousLizard2,746ebe2539f784b417e3,PALANGKARAYA,25.716666666666665,229016.81605056967
2981,2022-11-06,07:24:04,08:19:04,8.0,D01,1.0,0.0,COLF01,jubilantPepper8,2a08bbad6f97bfe0a727,KAB. GARUT,55.0,158433.4433146465
2982,2022-11-06,07:24:41,08:20:37,29.0,U05,0.25,0.0,COLF02,cockyFlamingo9,bd7bf57ffe2b4ff3471d,"BANGKALAN,KAB.BANGKA",55.93333333333333,50732.35760488461
2983,2022-11-06,08:04:24,08:20:45,39.0,D01,7.5,0.0,COLF01,thrilledTruffle9,35696267623ef010118b,"BADUNG KAB, MENGWI",16.35,279303.97727616696
2984,2022-11-06,08:26:29,08:36:28,23.0,D09,1.0,3.0,COLF01,obsessedKitten1,02666a1f217e747ba152,"BALIKPAPAN BARAT , B",9.983333333333333,208679.66359776238
2986,2022-11-06,08:34:02,08:36:10,8.0,U12,0.25,0.0,COLF02,abjectPlover7,2eebe32ced938886c2bf,"KARANGPAWITAN,GARUT",2.1333333333333333,53848.35184618503
2988,2022-11-06,08:36:05,08:36:25,35.0,D01,9.45,0.0,COLF01,hushedLion3,b332ab5022267484fc59,"CIBUNG BULANG,KAB.BO",0.3333333333333333,119223.8280295427
2989,2022-11-06,08:05:00,08:36:27,29.0,D01,3.55,0.0,COLF01,eagerLion5,46101044f65bc8226f14,"PAMEKASAN,KAB.PAMEKA",31.450000000000003,358660.68578171916
2990,2022-11-06,08:04:30,08:36:25,28.0,U12,0.16,0.0,COLF02,grizzledRhino1,25c49489585800a11006,"SUKARAMI, PALEMBANG",31.91666666666667,200151.37097541682
2991,2022-11-06,07:34:39,08:28:06,38.0,D10,1.0,22.0,COLF01,morbidOryx4,f57ab8b3ffe1d469ba17,"MPUNDA,BIMA",53.45,270920.30349140544
2992,2022-11-06,07:34:39,08:25:51,38.0,D09,1.0,0.0,COLF01,morbidOryx4,f190821cdfd2d4cf2a32,"MPUNDA,BIMA",51.2,220752.018777444
2993,2022-11-06,08:27:02,08:36:47,58.0,D10,1.0,0.0,COLF01,blissfulRuffs7,a27a31f7ddc69720b492,"PANGANDARAN , PANGAN",9.75,149905.0649917228
2994,2022-11-06,08:27:03,08:36:47,58.0,D10,1.0,0.0,COLF01,blissfulRuffs7,6f20785a9f59bced81ac,"PANGANDARAN , PANGAN",9.733333333333333,149905.0649917228
2996,2022-11-06,07:16:02,08:36:44,38.0,U09,1.0,0.0,COLF02,annoyedLizard5,aaf532982dd5ad3f69d2,MATARAM,80.7,234529.43412358462
2997,2022-11-06,08:02:05,08:36:41,18.0,D04,1.0,0.0,COLF01,importedPear4,27274eedb79091a27150,"KEPANJEN,KAB. MALANG",34.6,49040.51022756014
2998,2022-11-06,07:41:51,08:36:58,38.0,D01,1.0,0.0,COLF01,thriftyEggs0,bcc4ec4dddb69cb06e43,"SANDUBAYA,MATARAM",55.11666666666667,220961.3869775514
2999,2022-11-06,08:02:27,08:37:03,33.0,D01,1.0,0.0,COLF01,guiltyCur3,cc56f3d84972d93386b7,"BANJAR BARU SELATAN,",34.6,192484.77656023184
3000,2022-11-06,07:49:30,08:36:59,0.0,D01,3.0,23.0,COLF01,wakefulMare6,e7bc09cc92f513219a61,"BRANGSONG,KENDAL",47.483333333333334,270275.1163804168
3001,2022-11-06,07:32:30,08:37:02,57.0,D01,10.6,0.0,COLF01,lyingCockatoo2,11510ef5df5fc1db0af9,"BUKIT BESTARI, TANJU",64.53333333333335,158397.3787308876
3002,2022-11-06,08:21:07,08:36:56,24.0,D04,6.0,0.0,COLF01,needyOil1,fc2c69f7efbde72e6c3d,"KOTA TENGAH,GORONTAL",15.816666666666668,571089.179222306
3003,2022-11-06,08:14:40,08:36:57,15.0,D01,1.0,19.0,COLF01,exactingLemur0,9f3e80442e11dbd91cc1,"KABANJAHE, KAB.KARO",22.283333333333335,98677.79847599751
3004,2022-11-06,07:33:48,08:36:10,59.0,U09,1.0,0.0,COLF02,yearningRat1,5f34f7758b48be689682,"RINGINREJO,KEDIRI",62.366666666666674,134236.76364738742
3005,2022-11-06,08:12:30,08:37:07,57.0,D01,1.0,0.0,COLF01,debonairSalt7,4de7792a0bb6e56f6fde,"TG PINANG TIMUR, TG",24.616666666666667,157015.6094288675
3006,2022-11-06,07:57:29,08:37:07,29.0,D01,1.3,20.0,COLF01,forsakenDingo3,e014a6d9c2258b5b5b05,"BALEGA,BANGKALAN",39.63333333333333,180231.91186554873
3018,2022-11-06,08:36:23,08:37:55,1.0,U12,0.32,0.0,COLF02,mercifulChough1,3018ede3b70db6aad284,"KALIANGKRIK,MAGELANG",1.5333333333333334,69011.08369531196
3019,2022-11-06,07:02:59,08:37:54,38.0,D01,1.0,22.0,COLF01,empathicGranola4,fb6477234e88b821c95f,"GERUNG, KAB.LOMBOK B",94.91666666666667,296905.67139538104
3020,2022-11-06,07:13:56,08:37:47,20.0,D01,0.14,0.0,COLF01,scornfulBass5,f21fff8eb3f7f0702e8e,"LEBAKWANGI,KUNINGAN",83.85,43912.14951068597
3021,2022-11-06,07:05:54,08:37:57,35.0,D01,1.0,19.0,COLF01,lazyChowder5,7a4c17363b36830bc318,"GUNUNG PUTRI,BOGOR",92.05,159839.27331279853
3022,2022-11-06,07:35:14,08:37:57,28.0,D01,1.875,0.0,COLF01,trustingChamois6,5704ffdfa9dc1ac0ba83,"MUARAENIM,KAB.MUARAE",62.716666666666676,233974.82574737238
3023,2022-11-06,07:53:57,08:37:56,35.0,U05,3.3,17.0,COLF02,amazedCoati7,95300129ed29245a743e,"CILEUNGSI,KAB.BOGOR",43.983333333333334,203181.96557998878
3025,2022-11-06,07:17:46,08:38:12,38.0,U09,1.0,7.0,COLF02,resolvedGnu4,457e60bd701e0f069abb,"CAKRANEGARA, MATARAM",80.43333333333334,237481.1107247598
3026,2022-11-06,07:24:05,08:38:12,8.0,D01,8.0,0.0,COLF01,jubilantPepper8,0ab613e12b079deab9a1,"TAROGONG KALER,GARUT",74.11666666666666,488518.76247282175
3027,2022-11-06,08:04:24,08:38:16,39.0,D01,9.3,0.0,COLF01,thrilledTruffle9,01d0a6ab4cf296b07318,"MENGUWI, KAB.BADUNG",33.86666666666667,261570.41524470237
3028,2022-11-06,08:04:48,08:38:17,35.0,D01,5.0,0.0,COLF01,relievedCur9,1630d7f40077fcfbdf76,"GUNUNG PUTRI,BOGOR",33.483333333333334,183951.59899018361
3029,2022-11-06,07:56:11,08:38:17,40.0,D06,1.0,12.0,COLF01,shamefulRat3,37ff0e63e6d86b529552,"OBAA,MAPPI",42.1,207487.5266383539
3030,2022-11-06,08:04:18,08:38:17,43.0,D01,2.0,0.0,COLF01,excludedSheep4,8d400e04ef9f584d39d8,"MAGERSARI,MOJOKERTO",33.983333333333334,260339.79052810342
3031,2022-11-06,07:17:35,08:38:20,23.0,D01,1.0,5.0,COLF01,mercifulMeerkat5,9b1d370c48498c49305f,"BALIKPAPAN KOTA,BALI",80.75,225988.68271523455
3034,2022-11-06,07:18:32,08:38:20,31.0,D10,5.0,0.0,COLF01,vengefulDinosaur2,14d3d6336cbef3008794,"PALU SELATAN,PALU",79.8,458074.00075288623
3035,2022-11-06,07:34:39,08:38:14,38.0,D01,1.0,0.0,COLF01,morbidOryx4,38982a5447ec5297b2e0,KAB. BIMA,63.58333333333334,229273.12769056138
3036,2022-11-06,07:55:08,08:38:23,39.0,D02,1.0,3.0,COLF01,lazyBoa1,9d43b37cead63741ab1e,"DENPASAR SELATAN,DEN",43.25,220132.08910182145
3037,2022-11-06,08:14:40,08:38:27,15.0,D01,1.0,4.0,COLF01,exactingLemur0,055c842c271644c636b8,"KABANJAHE, KAB.KARO",23.783333333333335,56325.42736126788
3038,2022-11-06,07:02:58,08:38:24,8.0,D01,0.71,10.0,COLF01,panickyJerky2,75329991d7eecf2c6e09,"PASIRWANGI,GARUT",95.43333333333334,101899.25121970575
3039,2022-11-06,08:30:30,08:38:24,28.0,D01,0.3,0.0,COLF01,contentBobolink4,4e3f575912dbfd39a604,"RUPIT,MUSI RAWAS",7.900000000000001,86712.10585532573
3040,2022-11-06,07:55:08,08:38:23,39.0,D02,1.0,3.0,COLF01,lazyBoa1,8f10210b267c0a07af30,"DENPASAR SELATAN,DEN",43.25,220132.08910182145
3041,2022-11-06,07:27:44,08:38:25,20.0,D09,1.0,3.0,COLF01,mildOil9,87e41d2d81483b663455,"KUNINGAN, KAB KUNING",70.68333333333334,190764.63508876067
3042,2022-11-06,07:55:07,08:38:23,39.0,D02,1.0,25.0,COLF01,lazyBoa1,64a34f25e43f51050002,"DENPASAR SELATAN,DEN",43.266666666666666,320064.38409851276
3043,2022-11-06,07:25:11,08:38:28,33.0,D09,1.0,1.0,COLF01,brainyGarlic9,2384e7be19dde9c64efe,"BANJARMASIN TIMUR, B",73.28333333333333,209717.91933118124
3044,2022-11-06,07:18:40,08:38:29,54.0,D09,1.4,17.0,COLF01,kindBoa9,2fb0195d6d231c843981,"KEMBANGAN ,JAKARTA B",79.81666666666666,117488.3416181742
3046,2022-11-06,07:55:31,08:38:29,0.0,D09,2.05,0.0,COLF01,aloofCockatoo3,734f2c45264a72e8f3ee,"NGAMPEL,KENDAL",42.96666666666667,101655.77979516072
3047,2022-11-06,07:16:13,08:38:33,18.0,D10,1.0,3.0,COLF01,yearningCaviar3,f3cdd9d36f43ace6e867,"KLOJEN,MALANG",82.33333333333333,236580.9227269985
3048,2022-11-06,07:54:57,08:38:34,38.0,D01,1.0,22.0,COLF01,grudgingBagels4,492e630070a2bdbfe6fa,MATARAM,43.61666666666667,270920.30349140544
3049,2022-11-06,08:05:50,08:35:27,33.0,D01,0.83,0.0,COLF01,ardentSmelt1,4ddf9b8ae64706b20f4c,"SATUI,BATULICIN",29.616666666666667,144232.46579755758
3050,2022-11-06,07:27:18,08:35:28,39.0,D09,1.0,0.0,COLF01,aloofGnu7,78181d85e5bffe16650b,"DENPASAR BARAT,DENPA",68.16666666666667,201988.81105286913
3051,2022-11-06,08:11:47,08:35:28,18.0,U05,2.9,2.0,COLF02,jubilantThrushe3,201ddee551b28c21049f,"LOWOKWARU,MALANG",23.683333333333334,273153.79292443563
3052,2022-11-06,07:30:29,08:35:37,38.0,D09,4.0,0.0,COLF01,stressedCaviar6,74911b9c0acae6d54b46,"TANJUNG, GERUNG",65.13333333333334,267153.0096911576
3053,2022-11-06,07:05:04,08:35:39,38.0,D01,1.0,0.0,COLF01,wakefulSnipe7,453cbab0fde01e641d15,"SEKARBELA,MATARAM",90.58333333333333,217917.39233588465
3054,2022-11-06,07:57:07,08:35:37,58.0,D01,0.5,0.0,COLF01,truthfulPlover8,643f0049aaa8a99ec55e,"KARANGNUNGGAL , TASI",38.5,84928.09784013598
3055,2022-11-06,07:41:51,08:35:35,43.0,D01,0.715,0.0,COLF01,vengefulEland7,0d524530214d9159b71e,"NGANJUK,KAB. NGANJUK",53.733333333333334,98452.61255115324
3056,2022-11-06,07:54:27,08:35:48,0.0,D09,0.1,0.0,COLF01,ashamedLapwing6,34ae9b6add8b557a0373,"PURWODADI,KAB.GROBOG",41.35,37321.97999517128
3057,2022-11-06,07:12:14,08:35:44,27.0,D01,2.3,2.0,COLF01,jumpyMackerel5,ad76d4edea05c29e09d4,"KEFAMENANU,KAB.TIMOR",83.5,578528.1563409123
3058,2022-11-06,07:29:16,08:35:49,8.0,D01,2.0,3.0,COLF01,eagerChile0,91c3d8cca87fce570eeb,"TAROGONG KIDUL,GARUT",66.55000000000001,178324.14964014222
3059,2022-11-06,07:56:39,08:31:13,38.0,D04,1.0,0.0,COLF01,eagerLion7,719d0d4715991ec491d0,"TALIWANG, KAB.SUMBAW",34.56666666666667,218514.08444759966
3060,2022-11-06,07:56:39,08:31:13,38.0,D04,3.0,6.0,COLF01,eagerLion7,256c0a9d204ff562f3c7,"TALIWANG, KAB.SUMBAW",34.56666666666667,251286.92820788745
3061,2022-11-06,08:36:57,08:37:14,3.0,D01,5.0,0.0,COLF01,aboardDunbird5,77359c774f8612e24aaf,RANGKASBITUNG,0.2833333333333333,267341.31250157754
3063,2022-11-06,08:31:19,08:37:16,42.0,D01,1.0,0.0,COLF01,zestyCoati0,0fbee8ac108db45985eb,"ALLA,ENREKANG",5.95,234317.9086641196
3064,2022-11-06,08:00:38,08:37:16,28.0,D01,6.75,0.0,COLF01,sadDunbird1,41f37b87f0317efe4c0f,"SAKO,PALEMBANG",36.63333333333333,394511.04242263606
3065,2022-11-06,07:05:25,08:37:15,34.0,D01,1.7,0.0,COLF01,cautiousUnicorn6,1211711c9f13d09b4a1a,"GABEK,PANGKAL PINANG",91.83333333333333,215759.48372827753
3067,2022-11-06,07:36:23,08:37:13,8.0,D01,19.0,0.0,COLF01,culturedCrane1,ffbc175d2a61848c2975,"SUMEDANG UTARA,SUMED",60.833333333333336,625743.1895666622
3068,2022-11-06,08:31:19,08:37:16,42.0,D01,1.0,0.0,COLF01,zestyCoati0,fcc8a3f44ddc2a209fb3,"ALLA,ENREKANG",5.95,234317.9086641196
3069,2022-11-06,07:33:21,08:37:16,8.0,D01,1.65,0.0,COLF01,eagerChile0,dfb16fb43de875c4403d,"TAROGONG KIDUL,GARUT",63.91666666666667,156394.63432126647
3071,2022-11-06,08:31:19,08:37:16,42.0,D01,1.0,0.0,COLF01,zestyCoati0,abab99da480cbedb6b48,"ALLA,ENREKANG",5.95,234317.9086641196
3072,2022-11-06,07:05:25,08:37:15,34.0,D01,2.7,0.0,COLF01,cautiousUnicorn6,b7f68b9c25e506f4d42b,"GABEK,PANGKAL PINANG",91.83333333333333,220546.82652449186
3073,2022-11-06,08:31:19,08:37:16,42.0,D01,1.0,0.0,COLF01,zestyCoati0,9bc1fce983b08ff87210,"ALLA,ENREKANG",5.95,234317.9086641196
3074,2022-11-06,08:31:19,08:37:16,42.0,D01,1.0,0.0,COLF01,zestyCoati0,9c5322f2cac9894f685a,"ALLA,ENREKANG",5.95,234317.9086641196
3075,2022-11-06,08:31:19,08:37:16,42.0,D01,1.0,0.0,COLF01,zestyCoati0,dcb93134935f1ba8f96e,"ALLA,ENREKANG",5.95,234317.9086641196
3078,2022-11-06,08:31:20,08:37:16,42.0,D01,0.9,0.0,COLF01,zestyCoati0,80cc025de0bc024e314a,"ALLA,ENREKANG",5.933333333333334,145887.51517403394
3079,2022-11-06,08:31:20,08:37:16,42.0,D01,2.0,0.0,COLF01,zestyCoati0,f4af0541691b1542f1d4,"ALLA,ENREKANG",5.933333333333334,330831.9794168666
3080,2022-11-06,08:31:19,08:37:16,42.0,D01,1.0,0.0,COLF01,zestyCoati0,50213dc42f5dc9e84ede,"ALLA,ENREKANG",5.95,234317.9086641196
3081,2022-11-06,07:24:11,08:37:15,7.0,D09,1.0,0.0,COLF01,sincereMeerkat3,f1cb829f0b263fc19b2f,"TENAYAN RAYA, PEKANB",73.06666666666666,191580.10429811382
3082,2022-11-06,08:36:28,08:37:21,0.0,D01,1.0,1.0,COLF01,truthfulGranola5,84b8b9b6e710fe437371,"KALIWUNGU SELATAN,KE",0.8833333333333333,144987.96457924412
3085,2022-11-06,07:57:47,08:37:26,43.0,D01,1.0,0.0,COLF01,grumpyCoconut4,76a55ecc35a61536a07c,"JOMBANG,KAB. JOMBANG",39.65,2554397.091118386
3086,2022-11-06,08:06:26,08:37:28,34.0,U12,1.95,0.0,COLF02,mereBuzzard2,8e78a433cd48bd8fd946,"BUKIT INTAN,PANGKALP",31.03333333333334,225170.26804417788
3087,2022-11-06,08:36:28,08:37:33,50.0,D01,0.25,0.0,COLF01,sheepishCamel7,3632d6f6f69de1a1eb8a,"JEKAN RAYA, PALANGKA",1.0833333333333333,117658.1135294175
3088,2022-11-06,08:05:45,08:37:32,39.0,D01,1.0,0.0,COLF01,sheepishCoconut1,eb80dd89bcd4622150b9,"DENPASAR TIMUR,DENPA",31.78333333333334,207900.23499335174
3089,2022-11-06,07:52:03,08:38:58,28.0,D09,1.0,0.0,COLF01,emptyTomatoe2,2629c66a0681a2138902,"ILIR BARAT I, PALEMB",46.916666666666664,49706.05989519544
3090,2022-11-06,07:52:03,08:38:58,28.0,D09,2.0,0.0,COLF01,emptyTomatoe2,3a536055f3b18caf91b6,"ILIR BARAT I, PALEMB",46.916666666666664,75520.61141736353
3091,2022-11-06,08:05:00,08:39:03,29.0,D01,3.78,0.0,COLF01,eagerLion5,61d00f233dcb5d77f83b,"PAMEKASAN,KAB.PAMEKA",34.050000000000004,313777.14121272136
3092,2022-11-06,08:38:45,08:39:05,39.0,D06,6.24,0.0,COLF01,abjectRice4,3a9c03870208bfc57b04,"KLUNGKUNG,SEMARAPURA",0.3333333333333333,210212.2473845046
3094,2022-11-06,08:14:37,08:39:07,57.0,D01,4.5,0.0,COLF01,murkyMussel0,352f071f8da58c06a768,"TG PINANG TIMUR, TG",24.5,195927.91407945735
